user_id,money_spent
76561198038741062,14773.82
76561198039441595,14303.91
76561198039469366,15892.05
76561198039479583,8574.28
76561198039483841,0.0
76561198039506014,25944.81
76561198039514270,28907.85
76561198039741155,1949.6100000000001
76561198039874575,21658.81
76561198039880975,0.0
76561198039917761,21658.81
76561198039942668,12093.949999999999
76561198040016388,0.0
76561198040104199,8321.67
76561198040157257,21658.81
76561198040257934,355.81
76561198040278439,13326.11
76561198040385787,17331.329999999998
76561198040423315,21382.87
76561198040511651,17491.25
76561198040660567,0.0
76561198040704557,17031.48
76561198040747260,0.0
76561198040864814,3737.8799999999997
76561198040866260,15132.429999999998
76561198041010910,13326.11
76561198041199233,73559.15
76561198041282985,25371.539999999997
76561198041284313,800.91
76561198041317838,22212.94
76561198041340133,12741.5
76561198041513805,0.0
76561198041551333,13326.11
76561198041628266,0.0
76561198041647183,2884.2200000000003
76561198041679528,1508.49
76561198041739032,10283.19
76561198041780071,0.0
76561198041840982,27595.4
76561198041865057,4291.400000000001
76561198041890746,5077.46
76561198041906216,32966.11
76561198041992179,2987.01
76561198041993527,650.07
76561198042063898,2101.37
76561198042111289,18383.87
76561198042170355,15693.72
76561198042193560,1190.02
76561198042216621,0.0
76561198042255689,3567.62
76561198042294034,13326.11
76561198042297860,6565.62
76561198042411838,28813.77
76561198042492496,0.0
76561198042647341,10294.849999999999
76561198042666584,4291.400000000001
76561198042675136,14972.509999999998
76561198042684717,7522.47
76561198042690669,0.0
76561198042756236,12544.98
76561198042779835,8157.96
76561198042823843,62634.83
76561198042879129,49681.49
76561198042925623,0.0
76561198042944630,4805.1900000000005
76561198042951100,27595.4
76561198042997704,0.0
76561198043004741,26513.370000000003
76561198043018658,0.0
76561198043043907,10520.789999999999
76561198043070022,0.0
76561198043109268,13326.11
76561198043130826,28267.05
76561198043157461,533.61
76561198043392285,0.0
76561198043401883,13326.11
76561198043454585,7632.360000000001
76561198043464234,0.0
76561198043474528,26151.28
76561198043587948,8911.08
76561198043664811,16971.51
76561198043712583,1858.76
76561198043880297,8951.04
76561198043892035,34397.5
76561198043917508,5864.13
76561198043946150,17471.26
76561198043946184,14772.609999999999
76561198044023118,10813.99
76561198044026724,13326.11
76561198044032335,8911.08
76561198044042065,0.0
76561198044052496,20545.89
76561198044060397,2959.07
76561198044169764,0.0
76561198044353999,13326.11
76561198044367162,2649.4700000000003
76561198044443958,26151.28
76561198044471846,13326.11
76561198044557792,13326.11
76561198044577103,14772.609999999999
76561198044585909,8911.08
76561198044594262,13613.189999999999
76561198044598568,5034.96
76561198044605552,49465.39
76561198044675502,13326.11
76561198044678148,120.78
76561198044711473,11914.039999999999
76561198044713685,13326.11
76561198044716809,38005.78
76561198044752424,40900.17
76561198044783111,0.0
76561198044788018,13326.11
76561198044800577,18955.260000000002
76561198044856249,13015.66
76561198044865157,13326.11
76561198044957702,13326.11
76561198045011358,4945.05
76561198045020988,9148.17
76561198045148009,7317.5599999999995
76561198045148546,7816.089999999999
76561198045161688,11452.36
76561198045180163,0.0
76561198045283919,11597.1
76561198045319744,17471.26
76561198045334803,1117.76
76561198045345375,2444.94
76561198045377236,41033.16
76561198045402323,9735.13
76561198045431856,8781.210000000001
76561198045459907,0.0
76561198045470177,0.0
76561198045484030,1159.4199999999998
76561198045501641,8612.37
76561198045507259,0.0
76561198045657223,15072.46
76561198045698228,4757.62
76561198045722351,16491.75
76561198045754869,3416.58
76561198045763207,14972.509999999998
76561198045771425,22976.170000000002
76561198045792460,6265.82
76561198045797344,21874.530000000002
76561198045816839,21658.81
76561198045852299,6143.85
76561198045884541,8816.640000000001
76561198046075289,9023.98
76561198046193884,0.0
76561198046343688,18893.7
76561198046360299,17491.25
76561198046366581,14772.609999999999
76561198046387164,6474.6
76561198046418559,0.0
76561198046521584,19073.64
76561198046584688,8301.69
76561198046767905,749.6999999999999
76561198046806915,7075.28
76561198046807777,7662.33
76561198046879866,0.0
76561198046912445,0.0
76561198046930744,7662.33
76561198046958203,27595.4
76561198046970654,41033.16
76561198047051392,33817.909999999996
76561198047135310,9623.58
76561198047210840,25371.539999999997
76561198047232247,25371.539999999997
76561198047237949,26151.28
76561198047241469,0.0
76561198047245194,21658.81
76561198047247007,9368.75
76561198047273546,35891.53
76561198047418653,17115.72
76561198047472267,17835.54
76561198047525161,13326.11
76561198047633346,17762.51
76561198047659670,24715.88
76561198047679159,26823.640000000003
76561198047693395,13436.640000000001
76561198047693993,13326.11
76561198047704110,13326.11
76561198047755411,0.0
76561198047756479,13326.11
76561198047866465,25982.52
76561198048016956,3599.64
76561198048022041,14632.679999999998
76561198048227297,24833.79
76561198048246554,0.0
76561198048248287,0.0
76561198048334813,28799.100000000002
76561198048348337,0.0
76561198048350991,0.0
76561198048353577,8911.08
76561198048373117,0.0
76561198048376894,21658.81
76561198048435361,21382.87
76561198048493133,2098.6
76561198048590320,184.63
76561198048591384,0.0
76561198048599402,2774.44
76561198048701431,41033.16
76561198048713880,11895.24
76561198048884166,5131.05
76561198048922022,650.43
76561198048992856,1408.47
76561198049028241,447.36
76561198049272839,12156.89
76561198049333966,21658.81
76561198049369458,13326.11
76561198049415770,17031.48
76561198049429171,20484.32
76561198049435011,26513.370000000003
76561198049506705,15892.05
76561198049524520,5381.41
76561198049666047,728.5400000000001
76561198049676894,7749.83
76561198049706747,41033.16
76561198049752064,7042.95
76561198049937609,8516.66
76561198050116532,17011.489999999998
76561198050183758,13326.11
76561198050231399,4291.400000000001
76561198050236419,550.4399999999999
76561198050238243,7662.33
76561198050243921,0.0
76561198050300819,7816.089999999999
76561198050320958,6040.97
76561198050351207,13326.11
76561198050358552,1724.31
76561198050506383,35815.14
76561198050513580,12544.98
76561198050514366,24833.79
76561198050540147,2738.19
76561198050624870,14972.509999999998
76561198050626210,12220.109999999999
76561198050721825,650.43
76561198050757560,0.0
76561198050778010,13326.11
76561198050861063,179.88
76561198050962270,43578.450000000004
76561198051139390,15092.449999999999
76561198051255089,15052.47
76561198051433352,29007.280000000002
76561198051461196,17031.48
76561198051717662,66513.09
76561198051759723,619.6899999999999
76561198051772381,12413.789999999999
76561198051820003,8331.66
76561198051832446,15247.81
76561198051911068,14972.509999999998
76561198051961590,26151.28
76561198051969075,13693.15
76561198052054864,4959.0
76561198052513392,12544.98
76561198052516588,10614.689999999999
76561198052612696,0.0
76561198052785886,4605.39
76561198052789736,25944.81
76561198052805342,6565.62
76561198052853176,3522.65
76561198052998873,12586.77
76561198053000587,25944.81
76561198053057695,4291.400000000001
76561198053085687,17491.25
76561198053111161,0.0
76561198053145578,9266.91
76561198053183010,8951.04
76561198053195906,31494.75
76561198053255708,0.0
76561198053373904,26151.28
76561198053509764,13326.11
76561198053619760,8529.31
76561198053619980,29392.65
76561198053668035,17491.25
76561198053674558,30442.68
76561198053716599,211.85999999999999
76561198053741106,0.0
76561198053761623,9698.53
76561198053799839,13326.11
76561198053869543,1408.47
76561198053869992,7042.95
76561198053963927,19073.64
76561198054026701,7197.599999999999
76561198054027097,4805.1900000000005
76561198054072662,13436.640000000001
76561198054162412,25371.539999999997
76561198054175167,6474.6
76561198054280666,0.0
76561198054291187,14772.609999999999
76561198054397103,15052.47
76561198054421576,27595.4
76561198054457614,8331.66
76561198054465623,8951.04
76561198054566872,0.0
76561198054605639,9235.38
76561198054605641,4291.400000000001
76561198054659839,5757.12
76561198054688203,12220.109999999999
76561198054719518,13326.11
76561198054753156,10373.08
76561198054767146,219.56
76561198054772649,13326.11
76561198054796819,1034.31
76561198054837119,13326.11
76561198054914056,30072.480000000003
76561198054937869,2378.81
76561198054970463,16871.559999999998
76561198055070495,0.0
76561198055117884,284.81
76561198055131326,0.0
76561198055156382,17418.03
76561198055211546,0.0
76561198055262214,8951.04
76561198055314663,0.0
76561198055325855,11895.24
76561198055372428,6565.62
76561198055499125,12021.98
76561198055527607,800.91
76561198055544059,26151.28
76561198055570026,35731.33
76561198055579125,10597.93
76561198055604266,0.0
76561198055670224,48145.869999999995
76561198055685900,12018.66
76561198055773402,26459.359999999997
76561198055789935,0.0
76561198055819674,6993.0
76561198055853856,13326.11
76561198055894293,13326.11
76561198055968875,10750.54
76561198056094672,10597.93
76561198056156998,4291.400000000001
76561198056300439,13326.11
76561198056354988,21658.81
76561198056410587,20666.73
76561198056429344,4291.400000000001
76561198056549524,14213.779999999999
76561198056573461,8301.69
76561198056640740,13326.11
76561198056640962,14972.509999999998
76561198056645429,30519.88
76561198056913746,0.0
76561198056928371,30954.84
76561198056931853,8454.36
76561198056980314,0.0
76561198057042886,4291.400000000001
76561198057068455,30654.89
76561198057111829,20666.73
76561198057125811,13326.11
76561198057134853,27595.4
76561198057195405,5877.0599999999995
76561198057253097,13326.11
76561198057346337,13326.11
76561198057389499,14772.609999999999
76561198057451875,0.0
76561198057453677,11482.34
76561198057462487,4291.400000000001
76561198057471883,12021.98
76561198057521157,8135.929999999999
76561198057583546,92.07
76561198057728382,15052.47
76561198057787590,669.33
76561198057800009,9575.21
76561198057810628,25593.600000000002
76561198057886565,11114.439999999999
76561198057905001,24833.79
76561198057919602,7060.85
76561198057926017,4375.62
76561198057970914,74747.54000000001
76561198057982190,18236.96
76561198057988695,0.0
76561198058107016,41033.16
76561198058405866,55345.86
76561198058473103,17092.34
76561198058547096,4291.400000000001
76561198058562728,2863.2200000000003
76561198058657792,0.0
76561198058675994,1979.0099999999998
76561198058697824,4695.3
76561198058752236,0.0
76561198058760041,684.71
76561198058842042,0.0
76561198058864606,9140.0
76561198058904881,34708.979999999996
76561198058912511,14275.24
76561198058928498,13326.11
76561198058970610,24833.79
76561198058986434,4291.400000000001
76561198058988942,0.0
76561198059014191,0.0
76561198059020961,53837.299999999996
76561198059053798,8612.37
76561198059088384,0.0
76561198059162959,0.0
76561198059167447,24833.79
76561198059201575,24833.79
76561198059298985,33714.380000000005
76561198059301330,8781.210000000001
76561198059330972,6303.9400000000005
76561198059366714,367.29
76561198059391736,13326.11
76561198059399607,9266.91
76561198059429616,26151.28
76561198059455136,17782.2
76561198059533968,38996.32
76561198059579366,2654.6800000000003
76561198059611709,13326.11
76561198059640748,29721.23
76561198059677335,0.0
76561198059699103,21092.98
76561198059711677,15052.47
76561198059715439,10642.9
76561198059727818,0.0
76561198059755685,20825.12
76561198059783767,0.0
76561198059845244,0.0
76561198059849113,13326.11
76561198059856165,17491.25
76561198059865927,22874.280000000002
76561198059874185,13326.11
76561198059943181,0.0
76561198059977575,9975.009999999998
76561198059990081,4556.96
76561198060012371,8331.66
76561198060027840,13326.11
76561198060108130,0.0
76561198060122780,899.0
76561198060177221,25469.399999999998
76561198060205887,7662.33
76561198060316305,389.74
76561198060351220,26341.77
76561198060398831,2863.2200000000003
76561198060429887,25371.539999999997
76561198060457375,13326.11
76561198060481049,26151.28
76561198060545297,4291.400000000001
76561198060550550,11420.429999999998
76561198060557951,23883.59
76561198060571519,17031.48
76561198060678051,37493.75
76561198060678959,2335.32
76561198060682655,17471.26
76561198060787863,69934.47
76561198060854630,21658.81
76561198060859342,0.0
76561198060988400,13326.11
76561198061039342,13930.09
76561198061045044,18190.899999999998
76561198061119963,29392.65
76561198061178366,7075.28
76561198061268926,0.0
76561198061273070,8951.04
76561198061315361,17471.26
76561198061354183,5154.84
76561198061357639,13131.24
76561198061384419,0.0
76561198061390729,0.0
76561198061456632,13847.230000000001
76561198061456944,0.0
76561198061503100,12921.380000000001
76561198061575266,17617.510000000002
76561198061611219,13326.11
76561198061654205,13326.11
76561198061741370,6565.62
76561198061749731,0.0
76561198061759775,13202.48
7656119806181852,7180.21
76561198061830226,10088.27
76561198061893332,26513.370000000003
76561198061950314,13326.11
76561198061971210,19073.64
76561198062034676,13326.11
76561198062039159,8301.69
76561198062048153,37493.75
76561198062092163,1166.14
76561198062110429,7816.089999999999
76561198062177156,631.21
76561198062199495,37544.270000000004
76561198062249515,8951.04
76561198062267241,38314.18
76561198062276935,21658.81
76561198062303177,6820.45
76561198062325783,29238.149999999998
76561198062337556,4291.400000000001
76561198062372223,4291.400000000001
76561198062374715,0.0
76561198062377940,0.0
76561198062385314,10294.849999999999
76561198062396491,21858.07
76561198062403736,20034.99
76561198062411680,17471.26
76561198062417966,21658.81
76561198062469316,16044.65
76561198062477459,5577.209999999999
76561198062484829,999.4999999999999
76561198062491543,15892.05
76561198062533699,12711.52
76561198062625286,5864.13
76561198062628083,9155.42
76561198062711426,6016.99
76561198062718030,3039.66
76561198062785129,0.0
76561198062869989,11962.02
76561198062880848,9803.460000000001
76561198062892701,8321.67
76561198062914222,6947.219999999999
76561198062988175,8135.929999999999
76561198063005019,13326.11
76561198063074670,13326.11
76561198063093134,0.0
76561198063105146,10294.849999999999
76561198063128416,30475.57
76561198063159016,9975.009999999998
76561198063180532,2279.24
76561198063274178,20933.06
76561198063289205,8814.12
76561198063316459,0.0
76561198063337306,14972.509999999998
76561198063378113,2667.33
76561198063391282,21382.87
76561198063458300,8911.08
76561198063648921,31526.37
76561198063714964,0.0
76561198063765495,8911.08
76561198063816800,12623.06
76561198063817275,5517.24
76561198063818739,14972.509999999998
76561198063916425,0.0
76561198063988983,0.0
76561198064109096,18383.87
76561198064117170,47040.49
76561198064117221,0.0
76561198064118853,14972.509999999998
76561198064152834,21658.81
76561198064199218,16644.45
76561198064260593,0.0
76561198064304806,13326.11
76561198064343153,32543.719999999998
76561198064372862,3342.77
76561198064383466,0.0
76561198064426231,0.0
76561198064427658,48486.99
76561198064442424,0.0
76561198064484479,0.0
76561198064492131,12021.98
76561198064526566,6722.3099999999995
76561198064532072,8951.04
76561198064584898,17011.489999999998
76561198064636400,24411.859999999997
76561198064663981,62203.49
76561198064675833,8135.929999999999
76561198064718777,0.0
76561198064736339,1996.0
76561198064795279,20753.079999999998
76561198064910840,26513.370000000003
76561198064923958,0.0
76561198064936176,5185.51
76561198064939999,7816.089999999999
76561198064948275,70577.62
76561198064967320,21658.81
76561198064985012,21658.81
76561198064985698,12736.23
76561198065013217,0.0
76561198065080939,31521.18
76561198065084226,17617.510000000002
76561198065102350,13326.11
76561198065105486,0.0
76561198065109854,61827.350000000006
76561198065227691,13326.11
76561198065265998,0.0
76561198065269662,6722.3099999999995
76561198065337651,21658.81
76561198065375748,21382.87
76561198065389357,0.0
76561198065420140,8911.08
76561198065426720,13326.11
76561198065429060,2884.2200000000003
76561198065432608,20307.219999999998
76561198065433273,11482.34
76561198065446130,603.9
76561198065491382,14972.509999999998
76561198065593074,0.0
76561198065603460,0.0
76561198065640356,16453.53
76561198065642603,0.0
76561198065661382,63588.02
76561198065663621,13326.11
76561198065746586,0.0
76561198065840081,19073.64
76561198065896865,11606.13
76561198065899297,109.78
76561198065978480,0.0
76561198065987818,13326.11
76561198065988138,19592.62
76561198066004879,24833.79
76561198066046412,20491.8
76561198066084176,13326.11
76561198066118331,22350.09
76561198066133892,3762.4900000000002
76561198066203399,13326.11
76561198066255046,0.0
76561198066279729,21781.88
76561198066292866,50746.68
76561198066299320,26199.67
76561198066448654,13326.11
76561198066497518,8211.78
76561198066515292,16842.59
76561198066525274,15892.05
76561198066529457,13326.11
76561198066536188,3931.08
76561198066544547,24473.88
76561198066611105,0.0
76561198066639517,29392.65
76561198066662465,27468.629999999997
76561198066675343,33714.380000000005
76561198066722478,2323.45
76561198066776743,0.0
76561198066778792,4757.62
76561198066825899,0.0
76561198066919836,5234.76
76561198066969630,13326.11
76561198067007251,13326.11
76561198067019784,1052.71
76561198067021476,37799.99
76561198067070151,1761.1100000000001
76561198067171086,0.0
76561198067200849,8911.08
76561198067229346,0.0
76561198067269712,11654.169999999998
76561198067306981,2444.94
76561198067309171,62490.08
76561198067361221,12153.919999999998
76561198067414480,4291.400000000001
76561198067438198,0.0
76561198067466605,13326.11
76561198067492431,0.0
76561198067518878,21238.88
76561198067519201,26513.370000000003
76561198067546287,13326.11
76561198067559117,17011.489999999998
76561198067662523,12921.380000000001
76561198067771967,17491.25
76561198067777635,12544.98
76561198067786864,10294.849999999999
76561198067791616,0.0
76561198067794298,24833.79
76561198067799997,7180.21
76561198067942498,6776.61
76561198067960387,18955.260000000002
76561198068004397,6776.61
76561198068007734,0.0
76561198068085433,779.22
76561198068121871,13326.11
76561198068125093,13326.11
76561198068142981,13878.06
76561198068181829,4805.1900000000005
76561198068217106,31727.84
76561198068233289,7689.87
76561198068242211,8911.08
76561198068279672,6433.56
76561198068349085,0.0
76561198068392470,1918.08
76561198068408128,21382.87
76561198068523806,8911.08
76561198068550186,12261.82
76561198068565589,2479.38
76561198068620780,17862.12
76561198068629778,10085.539999999999
76561198068644976,39839.48
76561198068660878,0.0
76561198068717523,4805.1900000000005
76561198068727361,29392.65
76561198068811202,13326.11
76561198068890475,4291.400000000001
76561198068900778,30131.219999999998
76561198068922268,0.0
76561198068953573,19273.129999999997
76561198068968487,8911.08
76561198068991610,9803.460000000001
76561198069122441,15072.46
76561198069139035,15424.56
76561198069160320,67637.16
76561198069233575,0.0
76561198069279256,27595.4
76561198069297632,18190.899999999998
76561198069398071,10373.08
76561198069411847,6475.68
76561198069458790,13326.11
76561198069536565,14356.18
76561198069561067,15132.429999999998
76561198069575870,0.0
76561198069603865,14972.509999999998
76561198069618446,41.86
76561198069628927,13326.11
76561198069644041,0.0
76561198069644815,0.0
76561198069668522,22406.789999999997
76561198069678796,650.43
76561198069679264,8911.08
76561198069686889,8781.210000000001
76561198069758759,43369.63
76561198069758889,27594.559999999998
76561198069821382,41033.16
76561198069821673,42952.840000000004
76561198069824038,18418.420000000002
76561198069827380,0.0
76561198069834813,0.0
76561198069898048,13326.11
76561198070069030,2883.78
76561198070084968,26513.370000000003
76561198070087725,15052.47
76561198070102633,589.41
76561198070166636,21382.87
76561198070264437,8454.36
76561198070340430,47375.3
76561198070346631,68401.03
76561198070439611,2447.55
76561198070506735,0.0
76561198070509799,0.0
76561198070565427,12153.919999999998
76561198070565987,7075.28
76561198070572729,7816.089999999999
76561198070585472,1220.3500000000001
76561198070588180,43384.7
