user_id,money_spent,percentage_reviews,items_count
76561198001160024,41123.1,100.0,340072.0
76561198001296435,10520.789999999999,100.0,139972.0
76561198002127153,5185.51,100.0,362971.0
76561198002151678,42839.54,34.608030592734224,521848.0
76561198002311337,14172.909999999998,0.0,728626.0
76561198003056556,211.85999999999999,0.0,147951.0
76561198003546877,18323.89,100.0,264727.0
76561198004203858,14972.509999999998,100.0,413742.0
76561198004239988,2287.3500000000004,100.0,465987.0
76561198004448633,259.87,100.0,8022.0
76561198004901938,13326.11,100.0,552941.0
76561198005821848,2126.4500000000003,100.0,222902.0
76561198005999162,14972.509999999998,49.22033898305085,802486.0
76561198006158702,2553.87,0.0,81341.0
76561198006225175,109.89,100.0,21623.0
76561198006527232,167.44,0.0,51553.0
76561198006532480,508.98,100.0,99095.0
76561198006560154,12544.98,100.0,184585.0
76561198006679831,18955.260000000002,0.0,192993.0
76561198006896411,53396.21,0.0,938101.0
76561198006980747,1439.52,100.0,12233.0
76561198007070577,20491.8,100.0,495473.0
76561198007338267,26527.300000000003,100.0,324000.0
76561198007342405,0.0,100.0,388744.0
76561198007570632,24715.88,100.0,153709.0
76561198007575596,0.0,100.0,96775.0
76561198007767871,14632.679999999998,100.0,420574.0
76561198007988877,0.0,0.0,461411.0
76561198008825050,3719.79,100.0,381604.0
76561198008967901,0.0,100.0,294835.0
76561198009389816,16371.81,100.0,490172.0
76561198010391123,27595.4,62.38757154538022,615158.0
76561198010436866,46460.28,0.0,809377.0
76561198010653835,0.0,100.0,199831.0
76561198011004336,11482.34,0.0,437570.0
76561198011493875,8135.929999999999,0.0,135488.0
76561198011923340,508.98,100.0,99095.0
76561198012546232,3372.6,100.0,104806.0
76561198012741239,41033.16,100.0,335440.0
76561198013296434,10520.789999999999,100.0,139972.0
76561198013490617,0.0,100.0,312705.0
76561198013535175,0.0,0.0,370282.0
76561198013564709,43369.92,56.547619047619044,367851.0
76561198013600577,211.85999999999999,100.0,147951.0
76561198014078033,14212.89,100.0,390351.0
76561198014210785,329.67,100.0,7425.0
76561198014421677,2475.04,0.0,294110.0
76561198015275299,8911.08,100.0,555731.0
76561198015803033,0.0,100.0,395263.0
76561198015882376,8951.04,0.0,557642.0
76561198015930046,33714.380000000005,0.0,252103.0
76561198015968275,11214.39,100.0,318485.0
76561198016067437,21658.81,0.0,250332.0
76561198016610271,14772.609999999999,100.0,389916.0
76561198016684317,650.43,100.0,398385.0
76561198016761464,17370.66,100.0,808980.0
76561198017212077,9593.6,100.0,344549.0
76561198017444547,27595.4,0.0,160057.0
76561198017659661,35103.18,100.0,231857.0
76561198018456402,2884.2200000000003,100.0,766030.0
76561198018469813,0.0,0.0,47397.0
76561198018552349,52711.61,100.0,1358947.0
76561198018589800,13693.15,100.0,390095.0
76561198018739984,0.0,100.0,461411.0
76561198018834500,6776.61,100.0,89976.0
76561198018912053,21592.8,0.0,866421.0
76561198019159115,41033.16,100.0,335440.0
76561198019160833,24036.879999999997,66.61585365853658,667563.0
76561198019231133,0.0,0.0,424689.0
76561198019548281,10442.88,0.0,549839.0
76561198019669521,553.89,0.0,61849.0
76561198019923966,7075.28,100.0,162427.0
76561198019938571,17835.54,0.0,155064.0
76561198020246111,7632.360000000001,0.0,461828.0
76561198020829624,0.0,100.0,245683.0
76561198020940001,29.97,100.0,2393.0
76561198021193389,11420.429999999998,0.0,211481.0
76561198021700114,21658.81,0.0,250332.0
76561198022115367,13326.11,100.0,552941.0
76561198022149086,6401.65,17.611940298507463,80089.0
76561198022316167,0.0,0.0,257844.0
76561198022316719,13326.11,100.0,552941.0
76561198022404680,16331.829999999998,100.0,478332.0
76561198022460178,26151.28,100.0,538505.0
76561198022611161,26275.620000000003,100.0,128148.0
76561198022862450,13326.11,100.0,552941.0
76561198023147569,21382.87,100.0,343344.0
76561198023475537,24823.12,100.0,1007160.0
76561198023478539,38038.28,100.0,754418.0
76561198023508728,7792.2,0.0,478994.0
76561198023519729,559.7199999999999,0.0,25836.0
76561198023971448,3786.21,0.0,155193.0
76561198024300582,39384.659999999996,100.0,876194.0
76561198024310116,650.43,0.0,827716.0
76561198024507582,11597.1,100.0,64899.0
76561198024527983,34652.66,100.0,714040.0
76561198024531364,27595.4,100.0,160057.0
76561198024559706,31494.75,100.0,183717.0
76561198024671805,7816.089999999999,100.0,119700.0
76561198024826675,8034.64,100.0,205624.0
76561198025055099,8951.04,100.0,557642.0
76561198025343046,7042.95,100.0,389598.0
76561198025409181,58132.74,100.0,1523990.0
76561198025475753,16044.65,100.0,215758.0
76561198025489159,12453.769999999999,100.0,374184.0
76561198025503374,13253.369999999999,0.0,350769.0
76561198025628522,38502.27,64.96465043205028,657823.0
76561198025732569,0.0,100.0,347750.0
76561198026200381,18190.899999999998,100.0,575695.0
76561198026203679,4291.400000000001,0.0,526865.0
76561198026239418,23637.399999999998,100.0,686826.0
76561198026432339,5474.52,100.0,301356.0
76561198026497579,41033.16,100.0,335440.0
76561198026498963,0.0,100.0,311221.0
76561198026516913,21658.81,100.0,250332.0
76561198026549931,41033.16,100.0,335440.0
76561198026783871,6433.56,100.0,309449.0
76561198026999637,13326.11,100.0,552941.0
76561198027193755,0.0,0.0,100034.0
76561198027254626,14972.509999999998,100.0,429861.0
76561198027331790,6984.929999999999,100.0,143106.0
76561198027401742,1109.26,100.0,33468.0
76561198027533076,25944.81,0.0,191186.0
76561198027555735,0.0,0.0,461411.0
76561198027620293,21657.77,48.40394660475914,1026329.0
76561198027720165,3331.32,0.0,331744.0
76561198027755721,3162.89,100.0,178666.0
76561198027828967,22196.3,100.0,135636.0
76561198027947401,1408.47,100.0,129770.0
76561198028072716,41033.16,0.0,335440.0
76561198028172459,14412.789999999999,100.0,405440.0
76561198028173029,4377.8099999999995,100.0,131201.0
76561198028286104,12813.589999999998,100.0,321628.0
76561198028290577,619.6899999999999,0.0,53585.0
76561198028388756,5514.4800000000005,100.0,304789.0
76561198028390064,19073.64,100.0,294366.0
76561198028617374,4291.400000000001,100.0,526865.0
76561198028619650,6876.5599999999995,100.0,137502.0
76561198028908163,8775.609999999999,100.0,292719.0
76561198029229660,13326.11,100.0,552941.0
76561198029596731,49441.1,100.0,1370444.0
76561198029634836,43376.89,100.0,1337002.0
76561198029846088,650.43,100.0,398385.0
76561198030021498,26992.890000000003,6.751054852320674,406649.0
76561198030053959,18323.89,100.0,264727.0
76561198030079998,60193.380000000005,0.0,17900.0
76561198030206184,16471.76,100.0,487244.0
76561198030388123,14052.97,100.0,377121.0
76561198030567998,3419.7200000000003,100.0,206434.0
76561198030636321,19073.64,100.0,294366.0
76561198030735076,0.0,0.0,194759.0
76561198030777156,699.65,0.0,46540.0
76561198030867375,1508.49,0.0,53368.0
76561198031290502,40250.82,100.0,2103590.0
76561198031394484,22196.3,100.0,135636.0
76561198031776309,13326.11,100.0,552941.0
76561198031938463,15132.429999999998,0.0,406547.0
76561198032360764,41033.16,0.0,335440.0
76561198032421615,4291.400000000001,100.0,526865.0
76561198032576956,4546.31,100.0,178397.0
76561198032586095,0.0,100.0,312705.0
76561198032651953,4038.9900000000002,0.0,19151.0
76561198032750680,3419.7200000000003,100.0,206434.0
76561198032898039,10520.789999999999,100.0,139972.0
76561198033266228,692.01,100.0,89661.0
76561198033327402,21382.87,0.0,343344.0
76561198033429149,0.0,0.0,220243.0
76561198033432863,0.0,0.0,216214.0
76561198033884763,8135.929999999999,0.0,121605.0
76561198033945314,369.26,100.0,101118.0
76561198033982370,10294.849999999999,0.0,225285.0
76561198033992409,13015.66,100.0,212618.0
76561198034028284,26513.370000000003,0.0,317886.0
76561198034089533,21658.81,100.0,250332.0
76561198034277356,1999.14,35.61643835616438,437162.0
76561198034664008,0.0,0.0,455101.0
76561198034779239,10874.56,0.0,254462.0
76561198034784208,9.95,100.0,15108.0
76561198034823626,3867.1600000000003,100.0,290011.0
76561198034842509,15132.429999999998,100.0,406547.0
76561198034857562,11420.429999999998,100.0,211481.0
76561198035062661,8555.72,100.0,231957.0
76561198035136974,40481.85,31.54046997389034,898701.0
76561198035251057,0.0,100.0,421619.0
76561198035531441,6535.64,100.0,162677.0
76561198035538775,3522.96,100.0,301329.0
76561198035588684,8911.08,100.0,555731.0
76561198035590106,271.26,100.0,208431.0
76561198035607937,16044.65,100.0,215758.0
76561198035704817,12711.52,0.0,515064.0
76561198035781832,8911.08,100.0,555731.0
76561198035790591,32491.15,100.0,360921.0
76561198035811518,15132.429999999998,100.0,406547.0
76561198036037520,13326.11,100.0,552941.0
76561198036077253,800.91,0.0,494212.0
76561198036142900,36448.0,100.0,1225962.0
76561198036292321,279.72,100.0,22700.0
76561198036513236,0.0,100.0,388744.0
76561198036742033,4291.400000000001,100.0,526865.0
76561198036810976,21938.399999999998,100.0,637650.0
76561198036848944,0.0,100.0,370282.0
76561198036909594,27595.4,0.0,160057.0
76561198036921706,18323.89,100.0,264727.0
76561198037086921,1736.52,100.0,124678.0
76561198037228389,10589.4,72.05982324949014,808369.0
76561198037342853,13326.11,100.0,552941.0
76561198037738584,13326.11,100.0,552941.0
76561198037916571,11347.73,100.0,54700.0
76561198038098665,13326.11,100.0,552941.0
76561198038296985,2025.94,100.0,236683.0
76561198038335264,577.66,0.0,83994.0
76561198038567931,11467.17,24.594036020076764,1923498.0
76561198038573915,41033.16,100.0,335440.0
76561198038612836,21382.87,100.0,343344.0
76561198038676500,0.0,100.0,128461.0
76561198038741062,14773.82,100.0,506869.0
76561198039441595,14303.91,0.0,1220219.0
76561198039469366,15892.05,0.0,462961.0
76561198039479583,8574.28,100.0,314794.0
76561198039483841,0.0,100.0,461411.0
76561198039506014,25944.81,0.0,191186.0
76561198039514270,28907.85,100.0,567940.0
76561198039741155,1949.6100000000001,0.0,17282.0
76561198039874575,21658.81,100.0,250332.0
76561198039880975,0.0,100.0,90481.0
76561198039917761,21658.81,100.0,250332.0
76561198039942668,12093.949999999999,100.0,356397.0
76561198040016388,0.0,100.0,162094.0
76561198040104199,8321.67,100.0,482070.0
76561198040157257,21658.81,100.0,250332.0
76561198040257934,355.81,100.0,52703.0
76561198040278439,13326.11,100.0,552941.0
76561198040385787,17331.329999999998,100.0,533618.0
76561198040423315,21382.87,0.0,343344.0
76561198040511651,17491.25,100.0,536455.0
76561198040660567,0.0,0.0,461411.0
76561198040704557,17031.48,100.0,515857.0
76561198040747260,0.0,100.0,257844.0
76561198040864814,3737.8799999999997,0.0,151388.0
76561198040866260,15132.429999999998,100.0,406547.0
76561198041010910,13326.11,100.0,552941.0
76561198041199233,73559.15,100.0,1851733.0
76561198041282985,25371.539999999997,100.0,512082.0
76561198041284313,800.91,100.0,494212.0
76561198041317838,22212.94,42.63456090651558,247913.0
76561198041340133,12741.5,100.0,521143.0
76561198041513805,0.0,100.0,272265.0
76561198041551333,13326.11,100.0,552941.0
76561198041628266,0.0,100.0,379137.0
76561198041647183,2884.2200000000003,100.0,304619.0
76561198041679528,1508.49,0.0,53368.0
76561198041739032,10283.19,100.0,475175.0
76561198041780071,0.0,0.0,284650.0
76561198041840982,27595.4,0.0,160057.0
76561198041865057,4291.400000000001,0.0,526865.0
76561198041890746,5077.46,100.0,61791.0
76561198041906216,32966.11,100.0,1374359.0
76561198041992179,2987.01,0.0,189169.0
76561198041993527,650.07,100.0,105493.0
76561198042063898,2101.37,0.0,78514.0
76561198042111289,18383.87,100.0,334435.0
76561198042170355,15693.72,100.0,332456.0
76561198042193560,1190.02,97.9933110367893,366503.0
76561198042216621,0.0,0.0,262729.0
76561198042255689,3567.62,100.0,55098.0
76561198042294034,13326.11,100.0,552941.0
76561198042297860,6565.62,100.0,132957.0
76561198042411838,28813.77,100.0,1640984.0
76561198042492496,0.0,100.0,370282.0
76561198042647341,10294.849999999999,100.0,225285.0
76561198042666584,4291.400000000001,100.0,526865.0
76561198042675136,14972.509999999998,0.0,413742.0
76561198042684717,7522.47,100.0,414770.0
76561198042690669,0.0,0.0,395263.0
76561198042756236,12544.98,0.0,184585.0
76561198042779835,8157.96,100.0,63111.0
76561198042823843,62634.83,100.0,1695200.0
76561198042879129,49681.49,100.0,1326146.0
76561198042925623,0.0,100.0,110374.0
76561198042944630,4805.1900000000005,100.0,188876.0
76561198042951100,27595.4,0.0,160057.0
76561198042997704,0.0,100.0,174490.0
76561198043004741,26513.370000000003,0.0,317886.0
76561198043018658,0.0,100.0,245319.0
76561198043043907,10520.789999999999,100.0,139972.0
76561198043070022,0.0,0.0,174490.0
76561198043109268,13326.11,100.0,552941.0
76561198043130826,28267.05,100.0,680478.0
76561198043157461,533.61,100.0,301134.0
76561198043392285,0.0,100.0,259450.0
76561198043401883,13326.11,100.0,552941.0
76561198043454585,7632.360000000001,0.0,461828.0
76561198043464234,0.0,100.0,215762.0
76561198043474528,26151.28,100.0,538505.0
76561198043587948,8911.08,100.0,1011165.0
76561198043664811,16971.51,100.0,517942.0
76561198043712583,1858.76,0.0,59142.0
76561198043880297,8951.04,0.0,557642.0
76561198043892035,34397.5,100.0,1300657.0
76561198043917508,5864.13,100.0,242933.0
76561198043946150,17471.26,100.0,534606.0
76561198043946184,14772.609999999999,100.0,389916.0
76561198044023118,10813.99,13.311148086522461,338996.0
76561198044026724,13326.11,100.0,552941.0
76561198044032335,8911.08,100.0,555731.0
76561198044042065,0.0,0.0,515458.0
76561198044052496,20545.89,100.0,131303.0
76561198044060397,2959.07,100.0,379157.0
76561198044169764,0.0,0.0,218254.0
76561198044353999,13326.11,100.0,758374.0
76561198044367162,2649.4700000000003,100.0,25772.0
76561198044443958,26151.28,100.0,538505.0
76561198044471846,13326.11,100.0,552941.0
76561198044557792,13326.11,100.0,552941.0
76561198044577103,14772.609999999999,100.0,389916.0
76561198044585909,8911.08,100.0,555731.0
76561198044594262,13613.189999999999,100.0,369730.0
76561198044598568,5034.96,100.0,260973.0
76561198044605552,49465.39,100.0,1469498.0
76561198044675502,13326.11,100.0,552941.0
76561198044678148,120.78,100.0,46606.0
76561198044711473,11914.039999999999,100.0,258421.0
76561198044713685,13326.11,0.0,552941.0
76561198044716809,38005.78,60.47819971870605,778968.0
76561198044752424,40900.17,100.0,1114129.0
76561198044783111,0.0,100.0,461411.0
76561198044788018,13326.11,100.0,552941.0
76561198044800577,18955.260000000002,100.0,192993.0
76561198044856249,13015.66,100.0,212618.0
76561198044865157,13326.11,0.0,552941.0
76561198044957702,13326.11,100.0,552941.0
76561198045011358,4945.05,0.0,242834.0
76561198045020988,9148.17,100.0,77565.0
76561198045148009,7317.5599999999995,100.0,84411.0
76561198045148546,7816.089999999999,0.0,119700.0
76561198045161688,11452.36,100.0,452407.0
76561198045180163,0.0,100.0,461411.0
76561198045283919,11597.1,0.0,64899.0
76561198045319744,17471.26,100.0,534606.0
76561198045334803,1117.76,100.0,68910.0
76561198045345375,2444.94,100.0,99883.0
76561198045377236,41033.16,100.0,335440.0
76561198045402323,9735.13,100.0,232495.0
76561198045431856,8781.210000000001,0.0,548777.0
76561198045459907,0.0,0.0,603079.0
76561198045470177,0.0,0.0,328058.0
76561198045484030,1159.4199999999998,100.0,38748.0
76561198045501641,8612.37,100.0,354463.0
76561198045507259,0.0,100.0,27258.0
76561198045657223,15072.46,100.0,413578.0
76561198045698228,4757.62,100.0,77254.0
76561198045722351,16491.75,100.0,492394.0
76561198045754869,3416.58,100.0,156737.0
76561198045763207,14972.509999999998,100.0,413742.0
76561198045771425,22976.170000000002,0.0,400348.0
76561198045792460,6265.82,0.0,201475.0
76561198045797344,21874.530000000002,100.0,231525.0
76561198045816839,21658.81,100.0,250332.0
76561198045852299,6143.85,100.0,299147.0
76561198045884541,8816.640000000001,76.12107623318386,436761.0
76561198046075289,9023.98,100.0,257147.0
76561198046193884,0.0,100.0,153306.0
76561198046343688,18893.7,100.0,310533.0
76561198046360299,17491.25,100.0,536455.0
76561198046366581,14772.609999999999,0.0,389916.0
76561198046387164,6474.6,100.0,257728.0
76561198046418559,0.0,100.0,238376.0
76561198046521584,19073.64,100.0,294366.0
76561198046584688,8301.69,100.0,511644.0
76561198046767905,749.6999999999999,100.0,7599.0
76561198046806915,7075.28,100.0,162427.0
76561198046807777,7662.33,100.0,447748.0
76561198046879866,0.0,100.0,76716.0
76561198046912445,0.0,0.0,395263.0
76561198046930744,7662.33,100.0,447748.0
76561198046958203,27595.4,0.0,160057.0
76561198046970654,41033.16,100.0,335440.0
76561198047051392,33817.909999999996,100.0,1509825.0
76561198047135310,9623.58,100.0,336043.0
76561198047210840,25371.539999999997,100.0,511711.0
76561198047232247,25371.539999999997,100.0,512082.0
76561198047237949,26151.28,100.0,538505.0
76561198047241469,0.0,100.0,455434.0
76561198047245194,21658.81,0.0,250332.0
76561198047247007,9368.75,54.72854640980736,525722.0
76561198047273546,35891.53,95.5062263129399,1169199.0
76561198047418653,17115.72,100.0,133121.0
76561198047472267,17835.54,100.0,155064.0
76561198047525161,13326.11,100.0,552941.0
76561198047633346,17762.51,100.0,922403.0
76561198047659670,24715.88,100.0,153709.0
76561198047679159,26823.640000000003,45.51056338028169,544941.0
76561198047693395,13436.640000000001,0.0,77610.0
76561198047693993,13326.11,100.0,552941.0
76561198047704110,13326.11,100.0,552941.0
76561198047755411,0.0,100.0,429331.0
76561198047756479,13326.11,100.0,552941.0
76561198047866465,25982.52,48.74141876430206,1073499.0
76561198048016956,3599.64,100.0,23259.0
76561198048022041,14632.679999999998,100.0,420574.0
76561198048227297,24833.79,100.0,261026.0
76561198048246554,0.0,0.0,306099.0
76561198048248287,0.0,100.0,455101.0
76561198048334813,28799.100000000002,100.0,521056.0
76561198048348337,0.0,100.0,167710.0
76561198048350991,0.0,0.0,244370.0
76561198048353577,8911.08,100.0,555731.0
76561198048373117,0.0,100.0,64136.0
76561198048376894,21658.81,0.0,250332.0
76561198048435361,21382.87,100.0,343344.0
76561198048493133,2098.6,100.0,73321.0
76561198048590320,184.63,100.0,21776.0
76561198048591384,0.0,100.0,354929.0
76561198048599402,2774.44,100.0,302275.0
76561198048701431,41033.16,100.0,335440.0
76561198048713880,11895.24,100.0,190306.0
76561198048884166,5131.05,100.0,129896.0
76561198048922022,650.43,100.0,398385.0
76561198048992856,1408.47,100.0,584871.0
76561198049028241,447.36,100.0,74137.0
76561198049272839,12156.89,100.0,630394.0
76561198049333966,21658.81,100.0,250332.0
76561198049369458,13326.11,100.0,552941.0
76561198049415770,17031.48,100.0,521107.0
76561198049429171,20484.32,0.0,604976.0
76561198049435011,26513.370000000003,100.0,317886.0
76561198049506705,15892.05,100.0,462961.0
76561198049524520,5381.41,100.0,124575.0
76561198049666047,728.5400000000001,100.0,86225.0
76561198049676894,7749.83,0.0,242834.0
76561198049706747,41033.16,100.0,335440.0
76561198049752064,7042.95,100.0,412160.0
76561198049937609,8516.66,75.29976019184652,482329.0
76561198050116532,17011.489999999998,100.0,511636.0
76561198050183758,13326.11,100.0,552941.0
76561198050231399,4291.400000000001,100.0,526865.0
76561198050236419,550.4399999999999,0.0,332799.0
76561198050238243,7662.33,100.0,447748.0
76561198050243921,0.0,0.0,245319.0
76561198050300819,7816.089999999999,0.0,119700.0
76561198050320958,6040.97,100.0,152680.0
76561198050351207,13326.11,100.0,552941.0
76561198050358552,1724.31,100.0,64651.0
76561198050506383,35815.14,58.88290713324361,801182.0
76561198050513580,12544.98,100.0,184585.0
76561198050514366,24833.79,100.0,261026.0
76561198050540147,2738.19,73.22834645669292,252178.0
76561198050624870,14972.509999999998,100.0,413742.0
76561198050626210,12220.109999999999,100.0,160557.0
76561198050721825,650.43,100.0,398385.0
76561198050757560,0.0,0.0,138043.0
76561198050778010,13326.11,100.0,552941.0
76561198050861063,179.88,100.0,14598.0
76561198050962270,43578.450000000004,100.0,1609572.0
76561198051139390,15092.449999999999,100.0,639711.0
76561198051255089,15052.47,100.0,404776.0
76561198051433352,29007.280000000002,32.38993710691824,680574.0
76561198051461196,17031.48,100.0,515857.0
76561198051717662,66513.09,100.0,1497323.0
